Case Number,Case Subtype,Case File Date,Claim Amount,Case Status,Next Hearing Desc,Next Hearing Date,Disposition Desc,Disposition Date,Judgment Text,Judgment Date,Judgment Amount,Attorney Fees,Court Costs,Pre-Judg Int Rate,Post-Judg Int Rate,PATT,DATT,JFP,JFD
231200044844,Debt Claim,02/01/2023,6147.4,Dismissed,Intent to Dismiss for Want of Prosecution,04/01/2024,Non-suited or Dismissed by Plaintiff (OCA),12/28/2023,,,,,,,,1,0,,
231200044846,Debt Claim,02/01/2023,2944.55,Dismissed,Intent to Dismiss for Want of Prosecution,04/01/2024,Non-suited or Dismissed by Plaintiff (OCA),12/28/2023,,,,,,,,1,0,,
231200044849,Debt Claim,02/01/2023,2832.72,Dismissed,Intent to Dismiss for Want of Prosecution,04/01/2024,Non-suited or Dismissed by Plaintiff (OCA),12/28/2023,,,,,,,,1,0,,
231200044850,Debt Claim,02/01/2023,3199.0,Active,Judge Trial,09/12/2024,,,,,,,,,,1,0,,
231200044851,Debt Claim,02/01/2023,598.64,Active,Judge Trial,09/23/2024,,,,,,,,,,1,0,,
231200044852,Debt Claim,02/01/2023,13188.64,Active,Judge Trial,10/31/2024,,,,,,,,,,1,0,,
231200044853,Eviction,02/02/2023,10987.5,Dismissed,Eviction Docket,02/21/2023,Non-suited or Dismissed by Plaintiff (OCA),02/09/2023,,,,,,,,0,0,,
231200044854,Debt Claim,02/01/2023,1591.82,Active,Judge Trial,10/31/2024,,,,,,,,,,1,0,,
231200044855,Debt Claim,02/02/2023,3747.29,Active,Judge Trial,09/16/2024,,,,,,,,,,1,0,,
231200044858,Debt Claim,02/02/2023,6783.75,Active,Judge Trial,07/15/2024,,,,,,,,,,1,1,,
231200044860,Debt Claim,02/02/2023,8773.45,Active,Judge Trial,09/23/2024,,,,,,,,,,1,1,,
231200044861,Debt Claim,02/02/2023,11295.3,Dismissed,Intent to Dismiss for Want of Prosecution,08/02/2024,Non-suited or Dismissed by Plaintiff (OCA),08/02/2024,,,,,,,,1,0,,
231200044862,Eviction,02/02/2023,2553.0,Appeal,Eviction Docket,02/21/2023,Appeal Filed,02/27/2023,Default Judgment,02/21/2023,4467.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200044863,Debt Claim,02/01/2023,2375.28,Active,Judge Trial,12/05/2024,,,,,,,,,,1,0,,
231200044864,Debt Claim,02/01/2023,1030.76,Active,Judge Trial,10/21/2024,,,,,,,,,,1,0,,
231200044865,Debt Claim,02/01/2023,1169.22,Dismissed,Dismissal Docket,12/08/2023,Non-suited or Dismissed by Plaintiff (OCA),04/13/2024,,,,,,,,1,0,,
231200044866,Debt Claim,02/01/2023,2481.45,Active,Judge Trial,09/26/2024,,,,,,,,,,1,0,,
231200044867,Debt Claim,02/01/2023,566.98,Active,Intent to Dismiss for Want of Prosecution,10/04/2024,,,,,,,,,,1,0,,
231200044868,Debt Claim,02/01/2023,711.14,Active,Judge Trial,11/07/2024,,,,,,,,,,1,0,,
231200044869,Debt Claim,02/02/2023,554.44,Active,Intent to Dismiss for Want of Prosecution,06/28/2024,,,,,,,,,,1,0,,
231200044871,Eviction,02/02/2023,4500.0,Disposed,Eviction Docket,02/23/2023,Default Judgment (OCA),02/23/2023,Default Judgment,02/23/2023,6044.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200044872,Debt Claim,02/02/2023,542.84,Dismissed,Intent to Dismiss for Want of Prosecution,10/06/2023,Non-suited or Dismissed by Plaintiff (OCA),10/06/2023,,,,,,,,1,0,,
231200044873,Debt Claim,02/02/2023,3210.96,Dismissed,,,Non-suited or Dismissed by Plaintiff (OCA),02/20/2024,,,,,,,,1,0,,
231200044874,Debt Claim,02/02/2023,747.08,Active,Intent to Dismiss for Want of Prosecution,06/28/2024,,,,,,,,,,1,0,,
231200044875,Debt Claim,02/02/2023,3896.44,Active,Intent to Dismiss for Want of Prosecution,07/26/2024,,,,,,,,,,1,0,,
231200044876,Debt Claim,02/02/2023,5757.42,Active,Intent to Dismiss for Want of Prosecution,06/28/2024,,,,,,,,,,1,0,,
231200044879,Debt Claim,02/02/2023,5089.16,Dismissed,,,Non-suited or Dismissed by Plaintiff (OCA),02/07/2024,,,,,,,,1,0,,
231200044881,Debt Claim,02/02/2023,4104.8,Active,Judge Trial,10/31/2024,,,,,,,,,,1,0,,
231200044882,Eviction,02/02/2023,1477.79,Disposed,Eviction Docket,02/21/2023,Default Judgment (OCA),02/21/2023,Default Judgment,02/21/2023,2768.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200044884,Debt Claim,02/02/2023,1650.42,Active,Judge Trial,09/30/2024,,,,,,,,,,1,1,,
231200044886,Debt Claim,02/02/2023,5305.94,Active,Judge Trial,10/31/2024,,,,,,,,,,1,0,,
231200044892,Eviction,02/02/2023,1326.0,Appeal,Eviction Docket,02/21/2023,Appeal Filed,02/27/2023,Default Judgment,02/21/2023,2320.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200045090,Eviction,02/02/2023,9000.0,Disposed,Eviction Docket,02/28/2023,Trial or Hearing by Judge (OCA),02/28/2023,Final Judgment,02/28/2023,10800.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200046674,Eviction,02/03/2023,8960.02,Appeal,Eviction Docket,02/23/2023,Appeal Filed,03/03/2023,Final Judgment,02/23/2023,6898.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200046776,Eviction,02/03/2023,5970.0,Disposed,Eviction Docket,02/23/2023,All Other Dispositions (OCA),02/23/2023,,,,,,,,0,0,,
231200046780,Small Claims,02/03/2023,3820.0,Appeal,Judge Trial,10/12/2023,Appeal Filed,10/12/2023,Default Judgment,10/12/2023,1000.0,0.0,0.0,0.0,8.5,0,0,0.0,0.0
231200046786,Eviction,02/03/2023,2078.0,Disposed,Eviction Docket,02/23/2023,All Other Dispositions (OCA),02/23/2023,,,,,,,,0,0,,
231200048667,Eviction,02/06/2023,3500.0,Disposed,Eviction Docket,02/28/2023,Default Judgment (OCA),02/28/2023,Default Judgment,02/28/2023,0.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200048846,Small Claims,02/06/2023,0.0,Active,Mediation,10/11/2024,,,,,,,,,,0,1,,
231200048892,Eviction,02/06/2023,2650.0,Dismissed,Eviction Docket,02/28/2023,Non-suited or Dismissed by Plaintiff (OCA),02/15/2023,,,,,,,,0,0,,
231200048902,Eviction,02/06/2023,2739.0,Disposed,Eviction Docket,02/28/2023,Default Judgment (OCA),02/28/2023,Default Judgment,02/28/2023,2739.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200048987,Eviction,02/06/2023,3110.0,Disposed,Eviction Docket,02/28/2023,Default Judgment (OCA),02/28/2023,Default Judgment,02/28/2023,3110.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200049008,Eviction,02/06/2023,3161.54,Disposed,Eviction Docket,02/28/2023,Default Judgment (OCA),02/28/2023,Default Judgment,02/28/2023,3161.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200049032,Eviction,02/06/2023,3560.0,Disposed,Eviction Docket,02/28/2023,Default Judgment (OCA),02/28/2023,Default Judgment,02/28/2023,3560.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200049086,Eviction,02/06/2023,2780.0,Disposed,Eviction Docket,02/28/2023,Default Judgment (OCA),02/28/2023,Default Judgment,02/28/2023,2780.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200049115,Eviction,02/01/2023,10375.0,Appeal,Eviction Docket,02/28/2023,Appeal Filed,02/28/2023,Default Judgment,02/28/2023,11075.0,750.0,129.0,0.0,7.5,1,0,0.0,0.0
231200049143,Eviction,02/01/2023,4671.0,Appeal,Eviction Docket,02/28/2023,Appeal Filed,03/07/2023,Default Judgment,02/28/2023,4671.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200049145,Eviction,02/06/2023,2432.0,Disposed,Eviction Docket,02/28/2023,Default Judgment (OCA),02/28/2023,Default Judgment,02/28/2023,2430.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200049170,Eviction,02/01/2023,,Dismissed,,,Non-suited or Dismissed by Plaintiff (OCA),02/07/2023,,,,,,,,0,0,,
231200049179,Eviction,02/01/2023,2126.72,Disposed,Eviction Docket,02/28/2023,All Other Dispositions (OCA),02/28/2023,,,,,,,,1,0,,
231200049207,Eviction,02/01/2023,975.0,Dismissed,Eviction Docket,02/28/2023,Non-suited or Dismissed by Plaintiff (OCA),02/14/2023,,,,,,,,1,0,,
231200049212,Eviction,02/02/2023,3700.0,Disposed,Eviction Docket,03/07/2023,All Other Dispositions (OCA),03/07/2023,,,,,,,,0,0,,
231200049215,Eviction,02/01/2023,18950.0,Disposed,Eviction Docket,03/07/2023,Default Judgment (OCA),03/07/2023,Default Judgment,03/07/2023,18950.0,750.0,204.0,0.0,7.75,1,0,0.0,0.0
231200049230,Eviction,02/02/2023,3725.88,Disposed,Eviction Docket,02/28/2023,All Other Dispositions (OCA),02/28/2023,,,,,,,,0,0,,
231200049241,Eviction,02/02/2023,2441.63,Disposed,Eviction Docket,02/28/2023,Trial or Hearing by Judge (OCA),02/28/2023,Final Judgment,02/28/2023,3816.0,0.0,204.0,0.0,7.5,1,0,0.0,0.0
231200049253,Eviction,02/06/2023,2905.0,Dismissed,Eviction Docket,02/28/2023,Non-suited or Dismissed by Plaintiff (OCA),02/28/2023,,,,,,,,1,0,,
231200049326,Eviction,02/06/2023,840.0,Disposed,Eviction Docket,02/28/2023,Trial or Hearing by Judge (OCA),02/28/2023,Final Judgment,02/28/2023,0.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200049334,Eviction,02/06/2023,974.0,Disposed,Eviction Docket,02/28/2023,All Other Dispositions (OCA),02/28/2023,,,,,,,,0,0,,
231200049356,Eviction,02/06/2023,5550.0,Dismissed,Intent to Dismiss for Want of Prosecution,03/07/2023,Non-suited or Dismissed by Plaintiff (OCA),03/07/2023,,,,,,,,0,0,,
231200049530,Eviction,02/06/2023,2516.0,Dismissed,Eviction Docket,02/28/2023,Non-suited or Dismissed by Plaintiff (OCA),02/17/2023,,,,,,,,0,0,,
231200049538,Eviction,02/06/2023,1822.0,Dismissed,Eviction Docket,02/28/2023,Non-suited or Dismissed by Plaintiff (OCA),02/24/2023,,,,,,,,0,0,,
231200050378,Eviction,02/06/2023,8167.0,Disposed,Eviction Docket,02/28/2023,Default Judgment (OCA),02/28/2023,Default Judgment,02/28/2023,8100.0,140.0,129.0,0.0,7.5,1,0,0.0,0.0
231200050382,Eviction,02/06/2023,1566.0,Disposed,Eviction Docket,02/28/2023,All Other Dispositions (OCA),02/28/2023,,,,,,,,1,0,,
231200050388,Eviction,02/06/2023,1549.0,Disposed,Eviction Docket,02/28/2023,Trial or Hearing by Judge (OCA),02/28/2023,Final Judgment,02/28/2023,0.0,0.0,129.0,0.0,7.5,1,0,0.0,0.0
231200050392,Eviction,02/06/2023,0.0,Dismissed,Eviction Docket,03/09/2023,Non-suited or Dismissed by Plaintiff (OCA),02/28/2023,,,,,,,,1,0,,
231200050399,Eviction,02/07/2023,2320.54,Dismissed,Eviction Docket,02/28/2023,Non-suited or Dismissed by Plaintiff (OCA),02/14/2023,,,,,,,,1,0,,
231200050548,Eviction,02/07/2023,6035.0,Disposed,Eviction Docket,02/28/2023,Default Judgment (OCA),02/28/2023,Default Judgment,02/28/2023,6035.0,0.0,279.0,0.0,7.5,0,0,0.0,0.0
231200050613,Eviction,02/07/2023,2000.0,Appeal,Eviction Docket,02/28/2023,Appeal Filed,03/06/2023,Final Judgment,02/28/2023,0.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200050642,Small Claims,02/02/2023,3444.92,Disposed,Judge Trial,02/15/2024,Default Judgment (OCA),02/15/2024,Default Judgment,02/15/2024,3738.71,0.0,54.0,38.3,5.5,1,0,0.0,0.0
231200050643,Eviction,02/07/2023,4862.0,Disposed,Eviction Docket,02/28/2023,Default Judgment (OCA),02/28/2023,Default Judgment,02/28/2023,9724.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200050645,Small Claims,02/03/2023,3000.0,Dismissed,Judge Trial,12/19/2023,Non-suited or Dismissed by Plaintiff (OCA),12/08/2023,,,,,,,,0,0,,
231200050648,Small Claims,02/03/2023,20000.0,Disposed,Dismissal Docket,09/15/2023,All Other Dispositions (OCA),10/11/2023,,,,,,,,1,1,,
231200050649,Small Claims,02/03/2023,19500.0,Disposed,Judge Trial,10/12/2023,Trial or Hearing by Judge (OCA),10/12/2023,Final Judgment,10/12/2023,19500.0,0.0,129.0,0.0,8.5,0,0,0.0,0.0
231200050656,Small Claims,02/06/2023,5749.3,Disposed,Intent to Dismiss for Want of Prosecution,07/12/2024,All Other Dispositions (OCA),06/28/2024,,,,,,,,0,0,,
231200050661,Small Claims,02/06/2023,585.0,Dismissed,Intent to Dismiss for Want of Prosecution,03/22/2024,Non-suited or Dismissed by Plaintiff (OCA),03/06/2024,,,,,,,,0,0,,
231200050662,Small Claims,02/06/2023,2742.5,Dismissed,,,Non-suited or Dismissed by Plaintiff (OCA),06/14/2023,,,,,,,,1,0,,
231200050671,Small Claims,02/07/2023,,Dismissed,Intent to Dismiss for Want of Prosecution,05/03/2024,Dismissed for Want of Prosecution (OCA),05/03/2024,,,,,,,,0,0,,
231200050675,Debt Claim,02/02/2023,9215.0,Dismissed,Intent to Dismiss for Want of Prosecution,04/26/2024,Non-suited or Dismissed by Plaintiff (OCA),04/25/2024,,,,,,,,1,0,,
231200050677,Debt Claim,02/02/2023,15000.0,Disposed,Judge Trial,02/05/2024,Default Judgment (OCA),02/05/2024,Default Judgment,02/05/2024,15000.0,2400.0,136.0,0.0,8.5,1,0,0.0,0.0
231200050680,Debt Claim,02/02/2023,3029.74,Active,Judge Trial,11/07/2024,,,,,,,,,,1,0,,
231200050688,Debt Claim,02/02/2023,2084.55,Active,Judge Trial,11/07/2024,,,,,,,,,,1,0,,
231200050692,Debt Claim,02/02/2023,6190.39,Active,Judge Trial,11/07/2024,,,,,,,,,,1,0,,
231200050696,Debt Claim,02/02/2023,2126.05,Dismissed,Intent to Dismiss for Want of Prosecution,06/28/2024,Non-suited or Dismissed by Plaintiff (OCA),04/26/2024,,,,,,,,1,0,,
231200050698,Debt Claim,02/03/2023,1738.04,Active,Judge Trial,10/31/2024,,,,,,,,,,1,0,,
231200050702,Debt Claim,02/03/2023,13584.28,Active,Judge Trial,09/23/2024,,,,,,,,,,1,0,,
231200050703,Debt Claim,02/03/2023,17473.02,Dismissed,Intent to Dismiss for Want of Prosecution,06/28/2024,Dismissed for Want of Prosecution (OCA),06/28/2024,,,,,,,,1,0,,
231200050704,Debt Claim,02/03/2023,4195.15,Disposed,Judge Trial,08/15/2024,Default Judgment (OCA),08/15/2024,Default Judgment,08/15/2024,4195.15,0.0,132.0,0.0,,1,0,0.0,0.0
231200050707,Debt Claim,02/03/2023,3806.99,Disposed,Judge Trial,11/09/2023,Agreed Judgment (OCA),11/08/2023,Agreed Judgment,11/08/2023,2606.99,0.0,54.0,0.0,,1,0,0.0,0.0
231200050710,Eviction,02/07/2023,7152.87,Disposed,Eviction Docket,03/16/2023,Default Judgment (OCA),03/16/2023,Default Judgment,03/16/2023,18382.0,0.0,129.0,0.0,7.75,0,0,0.0,0.0
231200050711,Debt Claim,02/03/2023,2596.55,Dismissed,,,Non-suited or Dismissed by Plaintiff (OCA),03/02/2023,,,,,,,,1,0,,
231200050715,Debt Claim,02/03/2023,2532.98,Active,Judge Trial,10/28/2024,,,,,,,,,,1,0,,
231200050717,Debt Claim,02/03/2023,3132.93,Active,,,,,,,,,,,,1,0,,
231200050719,Debt Claim,02/03/2023,6544.48,Active,Judge Trial,09/23/2024,,,,,,,,,,1,0,,
231200050721,Debt Claim,02/03/2023,5738.35,Active,Judge Trial,10/31/2024,,,,,,,,,,1,0,,
231200050723,Debt Claim,02/03/2023,7482.71,Active,Intent to Dismiss for Want of Prosecution,10/04/2024,,,,,,,,,,1,0,,
231200050724,Debt Claim,02/03/2023,12972.41,Active,Intent to Dismiss for Want of Prosecution,10/04/2024,,,,,,,,,,1,0,,
231200050725,Debt Claim,02/03/2023,14315.01,Active,Judge Trial,10/31/2024,,,,,,,,,,1,0,,
231200050726,Debt Claim,02/03/2023,7270.63,Dismissed,Intent to Dismiss for Want of Prosecution,06/16/2023,Non-suited or Dismissed by Plaintiff (OCA),06/15/2023,,,,,,,,1,0,,
231200050728,Debt Claim,02/03/2023,2512.17,Active,Judge Trial,10/31/2024,,,,,,,,,,1,0,,
231200050731,Debt Claim,02/03/2023,2577.24,Active,Judge Trial,09/23/2024,,,,,,,,,,1,0,,
231200050732,Eviction,02/07/2023,1506.0,Disposed,Eviction Docket,02/28/2023,All Other Dispositions (OCA),02/28/2023,,,,,,,,0,0,,
231200050733,Debt Claim,02/03/2023,1391.22,Dismissed,Dismissal Docket,11/03/2023,Non-suited or Dismissed by Plaintiff (OCA),12/11/2023,,,,,,,,1,0,,
231200050734,Debt Claim,02/03/2023,4383.53,Active,Judge Trial,10/31/2024,,,,,,,,,,1,0,,
231200050735,Eviction,02/07/2023,6162.25,Disposed,Eviction Docket,02/28/2023,Default Judgment (OCA),02/28/2023,Default Judgment,02/28/2023,8912.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200050736,Debt Claim,02/03/2023,1191.97,Dismissed,Dismissal Docket,11/03/2023,Non-suited or Dismissed by Plaintiff (OCA),12/27/2023,,,,,,,,1,0,,
231200050738,Debt Claim,02/03/2023,802.71,Disposed,Dismissal Docket,11/03/2023,All Other Dispositions (OCA),12/27/2023,,,,,,,,1,0,,
231200050740,Debt Claim,02/03/2023,4359.69,Dismissed,,,Non-suited or Dismissed by Plaintiff (OCA),03/27/2023,,,,,,,,1,0,,
231200050741,Debt Claim,02/03/2023,714.66,Active,Judge Trial,11/07/2024,,,,,,,,,,1,0,,
231200050744,Debt Claim,02/03/2023,1261.47,Dismissed,Dismissal Docket,10/13/2023,Non-suited or Dismissed by Plaintiff (OCA),11/04/2023,,,,,,,,1,0,,
231200050746,Debt Claim,02/03/2023,759.58,Dismissed,Dismissal Docket,11/03/2023,Non-suited or Dismissed by Plaintiff (OCA),12/27/2023,,,,,,,,1,0,,
231200050748,Debt Claim,02/03/2023,1117.81,Active,Intent to Dismiss for Want of Prosecution,06/28/2024,,,,,,,,,,1,0,,
231200050749,Debt Claim,02/03/2023,1261.76,Active,Intent to Dismiss for Want of Prosecution,06/28/2024,,,,,,,,,,1,0,,
231200050751,Debt Claim,02/03/2023,775.42,Active,Intent to Dismiss for Want of Prosecution,06/28/2024,,,,,,,,,,1,0,,
231200050754,Debt Claim,02/03/2023,2755.54,Active,Intent to Dismiss for Want of Prosecution,06/28/2024,,,,,,,,,,1,0,,
231200050756,Debt Claim,02/03/2023,1548.86,Active,Intent to Dismiss for Want of Prosecution,06/28/2024,,,,,,,,,,1,0,,
231200050758,Debt Claim,02/03/2023,1332.57,Active,Judge Trial,10/14/2024,,,,,,,,,,1,1,,
231200050765,Debt Claim,02/06/2023,13884.84,Dismissed,,,Non-suited or Dismissed by Plaintiff (OCA),03/23/2024,,,,,,,,1,0,,
231200050769,Debt Claim,02/06/2023,4611.29,Dismissed,Judge Trial,06/24/2024,Non-suited or Dismissed by Plaintiff (OCA),05/16/2024,,,,,,,,1,1,,
231200050773,Debt Claim,02/06/2023,4710.31,Dismissed,Intent to Dismiss for Want of Prosecution,06/02/2023,Non-suited or Dismissed by Plaintiff (OCA),06/07/2023,,,,,,,,1,0,,
231200050775,Debt Claim,02/06/2023,3645.92,Dismissed,Intent to Dismiss for Want of Prosecution,06/28/2024,Non-suited or Dismissed by Plaintiff (OCA),06/05/2024,,,,,,,,1,0,,
231200050778,Debt Claim,02/06/2023,1911.15,Active,Judge Trial,11/07/2024,,,,,,,,,,1,0,,
231200050782,Debt Claim,02/06/2023,3059.66,Dismissed,Intent to Dismiss for Want of Prosecution,06/02/2023,Non-suited or Dismissed by Plaintiff (OCA),06/07/2023,,,,,,,,1,0,,
231200050784,Debt Claim,02/06/2023,2689.74,Dismissed,Intent to Dismiss for Want of Prosecution,08/04/2023,Non-suited or Dismissed by Plaintiff (OCA),07/24/2023,,,,,,,,1,0,,
231200050786,Debt Claim,02/06/2023,6201.28,Active,Default Docket,07/11/2024,,,,,,,,,,1,1,,
231200050790,Debt Claim,02/06/2023,14733.0,Active,Judge Trial,09/23/2024,,,,,,,,,,1,0,,
231200050792,Debt Claim,02/06/2023,13351.81,Dismissed,,,Non-suited or Dismissed by Plaintiff (OCA),03/07/2023,,,,,,,,1,0,,
231200050794,Debt Claim,02/06/2023,3496.58,Dismissed,,,Non-suited or Dismissed by Plaintiff (OCA),03/07/2023,,,,,,,,1,0,,
231200050796,Debt Claim,02/06/2023,554.91,Active,Judge Trial,10/31/2024,,,,,,,,,,1,0,,
231200050799,Debt Claim,02/06/2023,1122.76,Active,Judge Trial,10/31/2024,,,,,,,,,,1,0,,
231200050803,Debt Claim,02/06/2023,882.34,Active,Judge Trial,10/31/2024,,,,,,,,,,1,0,,
231200050804,Debt Claim,02/06/2023,575.04,Dismissed,,,Non-suited or Dismissed by Plaintiff (OCA),03/27/2023,,,,,,,,1,0,,
231200050809,Debt Claim,02/06/2023,1560.1,Active,Judge Trial,11/07/2024,,,,,,,,,,1,0,,
231200050810,Eviction,02/07/2023,1874.0,Disposed,Eviction Docket,02/28/2023,Default Judgment (OCA),02/28/2023,Default Judgment,02/28/2023,3748.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200050811,Debt Claim,02/06/2023,528.67,Disposed,Judge Trial,09/23/2024,All Other Dispositions (OCA),08/14/2024,,,,,,,,1,0,,
231200050815,Debt Claim,02/06/2023,774.32,Active,Judge Trial,11/07/2024,,,,,,,,,,1,0,,
231200050817,Debt Claim,02/06/2023,608.59,Active,Judge Trial,10/31/2024,,,,,,,,,,1,0,,
231200050819,Debt Claim,02/06/2023,544.1,Active,Judge Trial,11/07/2024,,,,,,,,,,1,0,,
231200050832,Debt Claim,02/06/2023,1075.52,Dismissed,,,Non-suited or Dismissed by Plaintiff (OCA),03/22/2023,,,,,,,,1,0,,
231200050835,Debt Claim,02/06/2023,1309.34,Dismissed,Intent to Dismiss for Want of Prosecution,11/17/2023,Non-suited or Dismissed by Plaintiff (OCA),12/28/2023,,,,,,,,1,0,,
231200050836,Debt Claim,02/06/2023,1593.49,Disposed,Dismissal Docket,11/03/2023,All Other Dispositions (OCA),12/27/2023,,,,,,,,1,0,,
231200050838,Debt Claim,02/06/2023,1428.14,Active,Intent to Dismiss for Want of Prosecution,08/09/2024,,,,,,,,,,1,0,,
231200050839,Debt Claim,02/06/2023,1617.17,Dismissed,Intent to Dismiss for Want of Prosecution,10/13/2023,Non-suited or Dismissed by Plaintiff (OCA),04/01/2024,,,,,,,,1,0,,
231200050842,Debt Claim,02/06/2023,1666.97,Disposed,Dismissal Docket,11/03/2023,All Other Dispositions (OCA),12/27/2023,,,,,,,,1,0,,
231200050844,Debt Claim,02/06/2023,1505.72,Dismissed,Dismissal Docket,11/03/2023,Non-suited or Dismissed by Plaintiff (OCA),12/28/2023,,,,,,,,1,0,,
231200050847,Debt Claim,02/06/2023,5859.53,Active,Judge Trial,10/31/2024,,,,,,,,,,1,0,,
231200050850,Debt Claim,02/06/2023,2081.03,Active,Intent to Dismiss for Want of Prosecution,08/09/2024,,,,,,,,,,1,0,,
231200050853,Debt Claim,02/06/2023,2117.72,Active,Intent to Dismiss for Want of Prosecution,08/09/2024,,,,,,,,,,1,0,,
231200050855,Debt Claim,02/06/2023,3754.25,Disposed,Default Docket,11/13/2023,Default Judgment (OCA),11/13/2023,Default Judgment,11/13/2023,3754.25,0.0,140.0,0.0,,1,0,0.0,0.0
231200050857,Debt Claim,02/06/2023,1541.44,Active,Judge Trial,10/31/2024,,,,,,,,,,1,0,,
231200050858,Debt Claim,02/06/2023,5022.81,Dismissed,,,Non-suited or Dismissed by Plaintiff (OCA),04/01/2024,,,,,,,,1,0,,
231200050861,Debt Claim,02/06/2023,11316.94,Disposed,,,All Other Dispositions (OCA),02/22/2024,,,,,,,,1,0,,
231200050863,Debt Claim,02/06/2023,599.74,Active,Judge Trial,10/31/2024,,,,,,,,,,1,0,,
231200050864,Debt Claim,02/06/2023,813.39,Active,Judge Trial,09/30/2024,,,,,,,,,,1,0,,
231200050866,Debt Claim,02/06/2023,812.77,Dismissed,,,Non-suited or Dismissed by Plaintiff (OCA),03/27/2023,,,,,,,,1,0,,
231200050867,Debt Claim,02/06/2023,517.59,Active,Intent to Dismiss for Want of Prosecution,07/19/2024,,,,,,,,,,1,0,,
231200050875,Debt Claim,02/06/2023,1645.0,Active,Judge Trial,01/16/2025,,,,,,,,,,1,0,,
231200050877,Debt Claim,02/06/2023,616.41,Active,Judge Trial,11/07/2024,,,,,,,,,,1,0,,
231200050878,Debt Claim,02/06/2023,1472.89,Dismissed,Dismissal Docket,11/03/2023,Non-suited or Dismissed by Plaintiff (OCA),12/28/2023,,,,,,,,1,0,,
231200050880,Eviction,02/07/2023,1430.0,Disposed,Eviction Docket,02/28/2023,Default Judgment (OCA),02/28/2023,Default Judgment,02/28/2023,2860.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200050881,Debt Claim,02/06/2023,1455.28,Dismissed,,,Non-suited or Dismissed by Plaintiff (OCA),03/22/2023,,,,,,,,1,0,,
231200050883,Debt Claim,02/06/2023,1397.91,Active,Judge Trial,10/31/2024,,,,,,,,,,1,0,,
231200050886,Debt Claim,02/06/2023,1893.2,Active,Judge Trial,11/07/2024,,,,,,,,,,1,0,,
231200050888,Debt Claim,02/06/2023,3490.98,Active,Judge Trial,11/07/2024,,,,,,,,,,1,0,,
231200050891,Debt Claim,02/06/2023,2532.18,Disposed,,,All Other Dispositions (OCA),02/22/2024,,,,,,,,1,0,,
231200050893,Debt Claim,02/06/2023,3089.06,Active,Judge Trial,11/07/2024,,,,,,,,,,1,0,,
231200050897,Eviction,02/07/2023,1385.0,Disposed,Eviction Docket,02/28/2023,Trial or Hearing by Judge (OCA),02/28/2023,Final Judgment,02/28/2023,0.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200050898,Debt Claim,02/07/2023,5400.0,Dismissed,Intent to Dismiss for Want of Prosecution,07/19/2024,Non-suited or Dismissed by Plaintiff (OCA),06/28/2024,,,,,,,,1,0,,
231200050902,Debt Claim,02/07/2023,2420.66,Dismissed,Intent to Dismiss for Want of Prosecution,07/19/2024,Non-suited or Dismissed by Plaintiff (OCA),06/28/2024,,,,,,,,1,0,,
231200050905,Debt Claim,02/07/2023,2167.81,Active,Judge Trial,10/31/2024,,,,,,,,,,1,0,,
231200050909,Debt Claim,02/07/2023,2619.23,Dismissed,Intent to Dismiss for Want of Prosecution,08/18/2023,Non-suited or Dismissed by Plaintiff (OCA),08/17/2023,,,,,,,,1,0,,
231200050910,Eviction,02/07/2023,2077.0,Disposed,Eviction Docket,02/28/2023,Default Judgment (OCA),02/28/2023,Default Judgment,02/28/2023,4154.0,0.0,129.0,0.0,7.5,0,0,0.0,0.0
231200050914,Debt Claim,02/07/2023,1641.83,Disposed,Judge Trial,08/05/2024,All Other Dispositions (OCA),06/11/2024,,,,,,,,1,0,,
231200050918,Debt Claim,02/07/2023,5472.85,Active,Judge Trial,11/11/2024,,,,,,,,,,1,0,,
231200050924,Eviction,02/07/2023,912.5,Dismissed,Eviction Docket,02/28/2023,Non-suited or Dismissed by Plaintiff (OCA),02/21/2023,,,,,,,,0,0,,
