Case Number,JP Court ID,Citation Number,Filed Date,Offense Code,Offense Description,Statutory Cite 1,Statutory Cite 2,Arresting Agency Code,Arresting Agency Name,Officer Code,Officer Name,Plea Code,Plea Date,Disposition Code,Disposition Date,Judgment Date,Def Date of Birth,Def SPN Number,Def SPN Pointer,Def Gender,Def Race,Total Fines Assessed,Total Fines Due,Total Costs Assessed,Total Costs Due,Balance Due,Total Paid,Last Bond Set Date,Last Bond Posted Date,Last Bond Amount,Next Hearing Desc,Next Hearing Date,Next Hearing Time,Last Open Warr Type,Last Open Warr Date,court_number,case_type,Age At Filing,Minor,Cost Assessed,Fines Paid,Warrant Issued,DEF_ID
234100153336,"Precinct 4, Place 1",04-EE20258797,2023-04-22,820813,Obscured License Plate,502.409,,4.0,Harris County Constable Precinct 4,C41138,"Thomas, Karl",G,04/15/2024,CON,04/15/2024,04/15/2024,2005-10-01,3196791.0,,M ,B,25.0,0.0,175.7,0.0,0.0,0.0,11/09/2023,,200.0,JP Centralized Jail Docket,04/15/2024,21:00,Arrest Warrant,11/09/2023,JP 4-1,CRCIT,17.0,1,1,0,1,onWa20051001
234100153419,"Precinct 4, Place 1",04-EE20258840,2023-04-22,820108,Expired Registration,502.407,,4.0,Harris County Constable Precinct 4,C41522,"Holland, Richard",NC,11/21/2023,CON,11/21/2023,11/21/2023,2005-07-01,,,M ,W,18.0,0.0,175.7,0.0,0.0,193.7,10/13/2023,,200.0,Non Appearance Show Cause,07/12/2023,10:00,Arrest Warrant,10/13/2023,JP 4-1,CRCIT,17.0,1,1,1,1,ckNi20050701
234100158048,"Precinct 4, Place 1",17-026912,2023-04-26,821574,Disregard Stop Sign,545.151,,17.0,Cypress-ISD Police Department,570,"Hignight, Cougan",,,,,,2005-06-01,,,F ,S,65.0,65.0,258.7,258.7,323.7,0.0,09/22/2023,,200.0,Non Appearance Show Cause,06/13/2023,14:30,Arrest Warrant,09/22/2023,JP 4-1,CRCIT,17.0,1,1,0,1,naMoBr20050601
234100158049,"Precinct 4, Place 1",17-026912,2023-04-26,820112,No Driver's License,521.021,,17.0,Cypress-ISD Police Department,570,"Hignight, Cougan",,,,,,2005-06-01,,,F ,S,98.0,98.0,199.7,199.7,297.7,0.0,09/22/2023,,200.0,Non Appearance Show Cause,06/13/2023,14:30,Arrest Warrant,09/22/2023,JP 4-1,CRCIT,17.0,1,1,0,1,naMoBr20050601
234100158665,"Precinct 4, Place 1",TXC231041211,2023-04-27,820112,NO DRIVER LICENSE WHEN UNLICENSED-NOT CDL,521.021,,10.0,Texas Department of Public Safety,14422,"Rodriguez, Omar Perez",,,,,,2006-02-01,,,M ,B,98.0,98.0,199.7,199.7,297.7,0.0,11/28/2023,,200.0,Non Appearance Show Cause,08/09/2023,14:30,Arrest Warrant,11/28/2023,JP 4-1,CRCIT,17.0,1,1,0,1,ryChBu20060201
234100159070,"Precinct 4, Place 1",TXC231041284,2023-04-27,820108,OPERATION OF VEHICLE WITH EXPIRED LICENSE PLATE,502.407,,10.0,Texas Department of Public Safety,14422,"Rodriguez, Omar Perez",,,,,,2005-07-01,,,M ,S,18.0,18.0,175.7,175.7,193.7,0.0,11/28/2023,,200.0,Non Appearance Show Cause,08/09/2023,14:30,Arrest Warrant,11/28/2023,JP 4-1,CRCIT,17.0,1,1,0,1,osDaCa20050701
234100159071,"Precinct 4, Place 1",TXC231041284,2023-04-27,820112,NO DRIVER LICENSE WHEN UNLICENSED-NOT CDL,521.021,,10.0,Texas Department of Public Safety,14422,"Rodriguez, Omar Perez",,,,,,2005-07-01,,,M ,S,98.0,98.0,199.7,199.7,297.7,0.0,11/28/2023,,200.0,Non Appearance Show Cause,08/09/2023,14:30,Arrest Warrant,11/28/2023,JP 4-1,CRCIT,17.0,1,1,0,1,osDaCa20050701
234100159072,"Precinct 4, Place 1",TXC231041284,2023-04-27,540097,FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY (#),601.191,,10.0,Texas Department of Public Safety,14422,"Rodriguez, Omar Perez",,,,,,2005-07-01,,,M ,S,253.0,253.0,246.2,246.2,499.2,0.0,11/28/2023,,500.0,Non Appearance Show Cause,08/09/2023,14:30,Arrest Warrant,11/28/2023,JP 4-1,CRCIT,17.0,1,1,0,1,osDaCa20050701
234100160589,"Precinct 4, Place 1",04-EE20256513,2023-04-28,820935,Operate Motor Vehicle On Toll Road When Prohibited,284.202(a),TN 284.203,4.0,Harris County Constable Precinct 4,C41585,"Wilson, Tiffini Ann-Louise",,,DIS,07/17/2023,07/17/2023,2005-05-01,,,F ,U,0.0,0.0,0.0,0.0,0.0,0.0,07/05/2023,,500.0,Pretrial Conference,06/13/2023,13:00,Arrest Warrant,07/05/2023,JP 4-1,CRCIT,17.0,1,0,0,1,zaCeSo20050501
234100160590,"Precinct 4, Place 1",04-EE20256513,2023-04-28,820289,Fail or Refusal to Pay Toll,284.070,TN 284.0701,4.0,Harris County Constable Precinct 4,C41585,"Wilson, Tiffini Ann-Louise",,,DIS,07/17/2023,07/17/2023,2005-05-01,,,F ,U,0.0,0.0,0.0,0.0,0.0,0.0,07/05/2023,,200.0,Pretrial Conference,06/13/2023,13:00,Arrest Warrant,07/05/2023,JP 4-1,CRCIT,17.0,1,0,0,1,zaCeSo20050501
234100160591,"Precinct 4, Place 1",04-EE20256513,2023-04-28,540097,Fail To Maintain Financial Responsibility,601.191,,4.0,Harris County Constable Precinct 4,C41585,"Wilson, Tiffini Ann-Louise",NC,07/17/2023,DIS,07/17/2023,07/17/2023,2005-05-01,,,F ,U,0.0,0.0,300.0,0.0,0.0,300.0,07/05/2023,,500.0,Pretrial Conference,06/13/2023,13:00,Arrest Warrant,07/05/2023,JP 4-1,CRCIT,17.0,1,1,1,1,zaCeSo20050501
234100164861,"Precinct 4, Place 1",04-EE20260284,2023-05-02,820459,Disregard Traffic Control Device,544.004,,4.0,Harris County Constable Precinct 4,C40159,"Guajardo, Jesus",NC,12/11/2023,DIS,03/07/2024,03/07/2024,2006-04-01,,,M ,W,0.0,0.0,205.0,0.0,0.0,205.0,10/26/2023,,200.0,Jury Trial,10/12/2023,08:00,Arrest Warrant,10/26/2023,JP 4-1,CRCIT,17.0,1,1,1,1,dyLa20060401
234100164862,"Precinct 4, Place 1",04-EE20260284,2023-05-02,820697,Ran Red Light,544.007,,4.0,Harris County Constable Precinct 4,C40159,"Guajardo, Jesus",NG,08/22/2023,DIS,12/11/2023,12/11/2023,2006-04-01,,,M ,W,0.0,0.0,0.0,0.0,0.0,0.0,10/26/2023,,200.0,Jury Trial,10/12/2023,08:00,Arrest Warrant,10/26/2023,JP 4-1,CRCIT,17.0,1,0,0,1,dyLa20060401
234100164863,"Precinct 4, Place 1",04-EE20260284,2023-05-02,820175,Violate Drivers License Restriction,521.221,TN 521.461,4.0,Harris County Constable Precinct 4,C40159,"Guajardo, Jesus",NG,08/22/2023,DIS,12/11/2023,12/11/2023,2006-04-01,,,M ,W,0.0,0.0,0.0,0.0,0.0,0.0,10/26/2023,,200.0,Jury Trial,10/12/2023,08:00,Arrest Warrant,10/26/2023,JP 4-1,CRCIT,17.0,1,0,0,1,dyLa20060401
234100167050,"Precinct 4, Place 1",04-EE20259478,2023-05-04,820164,Speeding In A School Zone,545.353,,4.0,Harris County Constable Precinct 4,C41074,"Turner, Braxton",NG,05/30/2023,,,,2006-02-01,,,M ,W,110.0,110.0,184.0,184.0,294.0,0.0,07/19/2023,,200.0,Judge Trial,07/05/2023,13:00,Arrest Warrant,07/19/2023,JP 4-1,CRCIT,17.0,1,1,0,1,ebAr20060201
234100167051,"Precinct 4, Place 1",04-EE20259478,2023-05-04,820112,No Driver's License,521.021,,4.0,Harris County Constable Precinct 4,C41074,"Turner, Braxton",NG,05/30/2023,,,,2006-02-01,,,M ,W,98.0,98.0,131.0,131.0,229.0,0.0,07/19/2023,,200.0,Judge Trial,07/05/2023,13:00,Arrest Warrant,07/19/2023,JP 4-1,CRCIT,17.0,1,1,0,1,ebAr20060201
234100167052,"Precinct 4, Place 1",04-EE20259478,2023-05-04,540097,Fail To Maintain Financial Responsibility,601.191,,4.0,Harris County Constable Precinct 4,C41074,"Turner, Braxton",NG,05/30/2023,,,,2006-02-01,,,M ,W,253.0,253.0,131.0,131.0,384.0,0.0,07/19/2023,,500.0,Judge Trial,07/05/2023,13:00,Arrest Warrant,07/19/2023,JP 4-1,CRCIT,17.0,1,1,0,1,ebAr20060201
234100170015,"Precinct 4, Place 1",04-EE20260915,2023-05-06,820104,Speeding Greater Than 10% Over Posted Speed,545.355,,4.0,Harris County Constable Precinct 4,C41591,"Enqvist, Nicholas",,,,,,2005-10-01,,,M ,W,80.0,80.0,263.2,263.2,343.2,0.0,12/01/2023,,200.0,Non Appearance Show Cause,08/15/2023,10:00,Arrest Warrant,12/01/2023,JP 4-1,CRCIT,17.0,1,1,0,1,enHo20051001
234100170016,"Precinct 4, Place 1",04-EE20260915,2023-05-06,820108,Expired Registration,502.407,,4.0,Harris County Constable Precinct 4,C41591,"Enqvist, Nicholas",,,,,,2005-10-01,,,M ,W,18.0,18.0,175.7,175.7,193.7,0.0,12/01/2023,,200.0,Non Appearance Show Cause,08/15/2023,10:00,Arrest Warrant,12/01/2023,JP 4-1,CRCIT,17.0,1,1,0,1,enHo20051001
234100171369,"Precinct 4, Place 1",04-EE20260832,2023-05-08,820108,Expired Registration,502.407,,4.0,Harris County Constable Precinct 4,C40854,"Quintanilla, Anthony",,,,,,2005-06-01,,,F ,W,18.0,18.0,175.7,175.7,193.7,0.0,12/01/2023,,200.0,Non Appearance Show Cause,08/15/2023,10:00,Arrest Warrant,12/01/2023,JP 4-1,CRCIT,17.0,1,1,0,1,laPo20050601
234100171370,"Precinct 4, Place 1",04-EE20260832,2023-05-08,820871,Operate Vehicle With Wrong Registration,504.944,,4.0,Harris County Constable Precinct 4,C40854,"Quintanilla, Anthony",,,,,,2005-06-01,,,F ,W,98.0,98.0,199.7,199.7,297.7,0.0,12/01/2023,,500.0,Non Appearance Show Cause,08/15/2023,10:00,Arrest Warrant,12/01/2023,JP 4-1,CRCIT,17.0,1,1,0,1,laPo20050601
234100171371,"Precinct 4, Place 1",04-EE20260832,2023-05-08,820813,Obscured License Plate,502.409,,4.0,Harris County Constable Precinct 4,C40854,"Quintanilla, Anthony",,,,,,2005-06-01,,,F ,W,18.0,18.0,175.7,175.7,193.7,0.0,12/01/2023,,200.0,Non Appearance Show Cause,08/15/2023,10:00,Arrest Warrant,12/01/2023,JP 4-1,CRCIT,17.0,1,1,0,1,laPo20050601
234100171372,"Precinct 4, Place 1",04-EE20260836,2023-05-08,820126,Fail to Yield Right of Way,545.151,,4.0,Harris County Constable Precinct 4,C41472,"Barcenas, L",NC,01/26/2024,CON,01/26/2024,01/26/2024,2005-06-01,,,F ,A,110.0,0.0,272.2,0.0,0.0,382.2,12/04/2023,,200.0,Non Appearance Show Cause,08/15/2023,14:30,Arrest Warrant,12/04/2023,JP 4-1,CRCIT,17.0,1,1,1,1,nhNg20050601
234100174200,"Precinct 4, Place 1",04-EE20261237,2023-05-10,820108,Expired Registration,502.407,,4.0,Harris County Constable Precinct 4,C41138,"Thomas, Karl",,,,,,2005-09-01,,,M ,W,18.0,18.0,175.7,175.7,193.7,0.0,12/11/2023,,200.0,Non Appearance Show Cause,08/22/2023,10:00,Arrest Warrant,12/11/2023,JP 4-1,CRCIT,17.0,1,1,0,1,koMa20050901
234100174201,"Precinct 4, Place 1",04-EE20261237,2023-05-10,820871,Operate Vehicle With Wrong Registration,504.944,,4.0,Harris County Constable Precinct 4,C41138,"Thomas, Karl",,,,,,2005-09-01,,,M ,W,98.0,98.0,199.7,199.7,297.7,0.0,12/11/2023,,200.0,Non Appearance Show Cause,08/22/2023,10:00,Arrest Warrant,12/11/2023,JP 4-1,CRCIT,17.0,1,1,0,1,koMa20050901
234100174202,"Precinct 4, Place 1",04-EE20261237,2023-05-10,820112,No Driver's License,521.021,,4.0,Harris County Constable Precinct 4,C41138,"Thomas, Karl",,,,,,2005-09-01,,,M ,W,98.0,98.0,199.7,199.7,297.7,0.0,12/11/2023,,200.0,Non Appearance Show Cause,08/22/2023,10:00,Arrest Warrant,12/11/2023,JP 4-1,CRCIT,17.0,1,1,0,1,koMa20050901
234100178661,"Precinct 4, Place 1",04-EE20258705,2023-05-12,820108,Expired Registration,502.407,,4.0,Harris County Constable Precinct 4,C41310,"Aspras, Michael V",G,10/16/2024,CON,10/16/2024,10/16/2024,2005-12-01,3217649.0,,F ,B,25.0,0.0,175.7,0.0,0.0,0.0,11/03/2023,,200.0,JP Centralized Jail Docket,10/16/2024,21:00,Arrest Warrant,11/03/2023,JP 4-1,CRCIT,17.0,1,1,0,1,leAmBl20051201
234100179020,"Precinct 4, Place 1",04-EE20261818,2023-05-12,820833,"Fail To Signal Lane Change,Turn, Parked Position",545.104(a),,4.0,Harris County Constable Precinct 4,C41370,"Patterson, Patrick",NC,01/09/2024,CON,06/04/2024,06/04/2024,2005-12-01,,,F ,B,200.0,184.0,338.7,94.7,278.7,260.0,12/08/2023,,200.0,Non Payment Show Cause,09/06/2024,14:00,Capias Pro Fine,12/12/2024,JP 4-1,CRCIT,17.0,1,1,1,1,ahRa20051201
234100179021,"Precinct 4, Place 1",04-EE20261818,2023-05-12,820108,Expired Registration,502.407,,4.0,Harris County Constable Precinct 4,C41370,"Patterson, Patrick",,,DIS,01/09/2024,01/09/2024,2005-12-01,,,F ,B,0.0,0.0,0.0,0.0,0.0,0.0,12/08/2023,,200.0,Non Appearance Show Cause,08/16/2023,14:30,Arrest Warrant,12/08/2023,JP 4-1,CRCIT,17.0,1,0,0,1,ahRa20051201
234100183194,"Precinct 4, Place 1",04-EE20262369,2023-05-16,820163,Changed Lane When Unsafe,545.060,,4.0,Harris County Constable Precinct 4,C41550,"Cantu, Michael",,,,,,2005-11-01,,,F ,W,70.0,70.0,260.2,260.2,330.2,0.0,11/27/2023,,200.0,Non Appearance Show Cause,08/09/2023,10:00,Arrest Warrant,11/27/2023,JP 4-1,CRCIT,17.0,1,1,0,1,ceSw20051101
234100183195,"Precinct 4, Place 1",04-EE20262369,2023-05-16,820112,No Driver's License,521.021,,4.0,Harris County Constable Precinct 4,C41550,"Cantu, Michael",,,,,,2005-11-01,,,F ,W,98.0,98.0,199.7,199.7,297.7,0.0,11/27/2023,,200.0,Non Appearance Show Cause,08/09/2023,10:00,Arrest Warrant,11/27/2023,JP 4-1,CRCIT,17.0,1,1,0,1,ceSw20051101
234100183196,"Precinct 4, Place 1",04-EE20262369,2023-05-16,820108,Expired Registration,502.407,,4.0,Harris County Constable Precinct 4,C41550,"Cantu, Michael",,,,,,2005-11-01,,,F ,W,18.0,18.0,175.7,175.7,193.7,0.0,11/27/2023,,200.0,Non Appearance Show Cause,08/09/2023,10:00,Arrest Warrant,11/27/2023,JP 4-1,CRCIT,17.0,1,1,0,1,ceSw20051101
234100192276,"Precinct 4, Place 1",04-EE20263318,2023-05-24,820115,Defective Tail Lamp(s),547.322,,4.0,Harris County Constable Precinct 4,C40588,"Weikel, Clayton",NC,04/24/2024,CON,04/24/2024,04/24/2024,2005-11-01,,,M ,B,30.0,0.0,248.2,0.0,0.0,278.2,01/23/2024,,200.0,Non Appearance Show Cause,09/26/2023,10:00,Arrest Warrant,01/23/2024,JP 4-1,CRCIT,17.0,1,1,1,1,ahCyWa20051101
234100192277,"Precinct 4, Place 1",04-EE20263318,2023-05-24,540097,Fail To Maintain Financial Responsibility,601.191,,4.0,Harris County Constable Precinct 4,C40588,"Weikel, Clayton",,,,,,2005-11-01,,,M ,B,253.0,253.0,246.2,246.2,499.2,0.0,01/23/2024,,500.0,Non Appearance Show Cause,09/26/2023,10:00,Arrest Warrant,01/23/2024,JP 4-1,CRCIT,17.0,1,1,0,1,ahCyWa20051101
234100200836,"Precinct 4, Place 1",04-EE20264300,2023-05-30,820919,"Posses,Pur,Cons,Rec, Tobacco Prod By Minor",161.252,,4.0,Harris County Constable Precinct 4,C41280,"Cruz, Fauricio",NC,07/17/2023,CON,12/05/2023,12/05/2023,2005-12-01,,,M ,B,500.0,0.0,219.8,0.0,0.0,719.8,,,,Show Cause Hearing,12/01/2023,13:00,Capias Pro Fine,05/30/2024,JP 4-1,CRCIT,17.0,1,1,1,1,ebBo20051201
234100201047,"Precinct 4, Place 1",00-EE20206386,2023-05-30,540097,Fail To Maintain Financial Responsibility,601.191,,0.0,Harris County Sheriff's Office,S29921,"Frydberg, Seth G",,,,,,2005-07-01,,,M ,W,253.0,253.0,246.2,246.2,499.2,0.0,12/04/2023,,500.0,Non Appearance Show Cause,08/16/2023,10:00,Arrest Warrant,12/04/2023,JP 4-1,CRCIT,17.0,1,1,0,1,inRo20050701
234100201048,"Precinct 4, Place 1",00-EE20206386,2023-05-30,820582,Muffler Violation,547.604,,0.0,Harris County Sheriff's Office,S29921,"Frydberg, Seth G",,,,,,2005-07-01,,,M ,W,30.0,30.0,248.2,248.2,278.2,0.0,12/04/2023,,200.0,Non Appearance Show Cause,08/16/2023,10:00,Arrest Warrant,12/04/2023,JP 4-1,CRCIT,17.0,1,1,0,1,inRo20050701
234100201049,"Precinct 4, Place 1",00-EE20206386,2023-05-30,820112,No Driver's License,521.021,,0.0,Harris County Sheriff's Office,S29921,"Frydberg, Seth G",,,,,,2005-07-01,,,M ,W,98.0,98.0,199.7,199.7,297.7,0.0,12/04/2023,,200.0,Non Appearance Show Cause,08/16/2023,10:00,Arrest Warrant,12/04/2023,JP 4-1,CRCIT,17.0,1,1,0,1,inRo20050701
234100203249,"Precinct 4, Place 1",00-EE20206636,2023-05-31,820108,Expired Registration,502.407,,0.0,Harris County Sheriff's Office,S29569,"Flores, Juan",,,,,,2005-08-01,,,F ,B,18.0,18.0,175.7,175.7,193.7,0.0,12/07/2023,,200.0,Non Appearance Show Cause,08/21/2023,10:00,Arrest Warrant,12/07/2023,JP 4-1,CRCIT,17.0,1,1,0,1,eaYo20050801
234100203250,"Precinct 4, Place 1",00-EE20206636,2023-05-31,820112,No Driver's License,521.021,,0.0,Harris County Sheriff's Office,S29569,"Flores, Juan",,,,,,2005-08-01,,,F ,B,98.0,98.0,199.7,199.7,297.7,0.0,12/07/2023,,200.0,Non Appearance Show Cause,08/21/2023,10:00,Arrest Warrant,12/07/2023,JP 4-1,CRCIT,17.0,1,1,0,1,eaYo20050801
234100203251,"Precinct 4, Place 1",00-EE20206636,2023-05-31,540097,Fail To Maintain Financial Responsibility,601.191,,0.0,Harris County Sheriff's Office,S29569,"Flores, Juan",,,,,,2005-08-01,,,F ,B,253.0,253.0,246.2,246.2,499.2,0.0,12/07/2023,,500.0,Non Appearance Show Cause,08/21/2023,10:00,Arrest Warrant,12/07/2023,JP 4-1,CRCIT,17.0,1,1,0,1,eaYo20050801
234100207682,"Precinct 4, Place 1",04-EE20265241,2023-06-04,820108,Expired Registration,502.407,,4.0,Harris County Constable Precinct 4,C41513,"Travis, Jonta",,,,,,2006-03-01,,,M ,W,18.0,18.0,175.7,175.7,193.7,0.0,12/11/2023,,200.0,Non Appearance Show Cause,08/22/2023,10:00,Arrest Warrant,12/11/2023,JP 4-1,CRCIT,17.0,1,1,0,1,isGa20060301
234100210826,"Precinct 4, Place 1",04-EE20265471,2023-06-06,820163,Changed Lane When Unsafe,545.060,,4.0,Harris County Constable Precinct 4,C41370,"Patterson, Patrick",,,,,,2006-04-01,,,M ,B,70.0,70.0,260.2,260.2,330.2,0.0,12/07/2023,,200.0,Non Appearance Show Cause,08/21/2023,10:00,Arrest Warrant,12/07/2023,JP 4-1,CRCIT,17.0,1,1,0,1,irHa20060401
234100210827,"Precinct 4, Place 1",04-EE20265471,2023-06-06,820112,No Driver's License,521.021,,4.0,Harris County Constable Precinct 4,C41370,"Patterson, Patrick",,,,,,2006-04-01,,,M ,B,98.0,98.0,199.7,199.7,297.7,0.0,12/07/2023,,200.0,Non Appearance Show Cause,08/21/2023,10:00,Arrest Warrant,12/07/2023,JP 4-1,CRCIT,17.0,1,1,0,1,irHa20060401
234100210828,"Precinct 4, Place 1",04-EE20265471,2023-06-06,540097,Fail To Maintain Financial Responsibility,601.191,,4.0,Harris County Constable Precinct 4,C41370,"Patterson, Patrick",,,,,,2006-04-01,,,M ,B,253.0,253.0,246.2,246.2,499.2,0.0,12/07/2023,,500.0,Non Appearance Show Cause,08/21/2023,10:00,Arrest Warrant,12/07/2023,JP 4-1,CRCIT,17.0,1,1,0,1,irHa20060401
234100217544,"Precinct 4, Place 1",04-EE20266180,2023-06-11,820112,No Driver's License,521.021,,4.0,Harris County Constable Precinct 4,C41310,"Aspras, Michael V",,,,,,2005-08-01,,,M ,W,98.0,98.0,199.7,199.7,297.7,0.0,12/15/2023,,200.0,Non Appearance Show Cause,08/23/2023,14:30,Arrest Warrant,12/15/2023,JP 4-1,CRCIT,17.0,1,1,0,1,elGa20050801
234100217545,"Precinct 4, Place 1",04-EE20266180,2023-06-11,540097,Fail To Maintain Financial Responsibility,601.191,,4.0,Harris County Constable Precinct 4,C41310,"Aspras, Michael V",,,,,,2005-08-01,,,M ,W,253.0,253.0,246.2,246.2,499.2,0.0,12/15/2023,,500.0,Non Appearance Show Cause,08/23/2023,14:30,Arrest Warrant,12/15/2023,JP 4-1,CRCIT,17.0,1,1,0,1,elGa20050801
234100220770,"Precinct 4, Place 1",04-EE20266414,2023-06-13,820108,Expired Registration,502.407,,4.0,Harris County Constable Precinct 4,C41111,"Llamas, Larry",G,09/21/2024,CON,09/21/2024,09/21/2024,2006-01-01,3222940.0,,M ,B,25.0,0.0,175.7,0.0,0.0,0.0,12/18/2023,,200.0,JP Centralized Jail Docket,09/21/2024,21:00,Arrest Warrant,12/18/2023,JP 4-1,CRCIT,17.0,1,1,0,1,riSt20060101
234100220771,"Precinct 4, Place 1",04-EE20266414,2023-06-13,820822,No Motorcycle License,521.021,,4.0,Harris County Constable Precinct 4,C41111,"Llamas, Larry",G,09/21/2024,CON,09/21/2024,09/21/2024,2006-01-01,3222940.0,,M ,B,25.0,0.0,181.7,0.0,0.0,0.0,12/18/2023,,200.0,JP Centralized Jail Docket,09/21/2024,21:00,Arrest Warrant,12/18/2023,JP 4-1,CRCIT,17.0,1,1,0,1,riSt20060101
234100220772,"Precinct 4, Place 1",04-EE20266414,2023-06-13,540097,Fail To Maintain Financial Responsibility,601.191,,4.0,Harris County Constable Precinct 4,C41111,"Llamas, Larry",G,09/21/2024,CON,09/21/2024,09/21/2024,2006-01-01,3222940.0,,M ,B,175.0,0.0,246.2,0.0,0.0,0.0,12/18/2023,,500.0,JP Centralized Jail Docket,09/21/2024,21:00,Arrest Warrant,12/18/2023,JP 4-1,CRCIT,17.0,1,1,0,1,riSt20060101
234100220776,"Precinct 4, Place 1",04-EE20266416,2023-06-13,820638,Operate Motor Vehicle without License Plates/One License,502.473,,4.0,Harris County Constable Precinct 4,C41111,"Llamas, Larry",G,09/21/2024,CON,09/21/2024,09/21/2024,2006-01-01,3222940.0,,M ,B,25.0,0.0,184.7,0.0,0.0,0.0,12/18/2023,,200.0,JP Centralized Jail Docket,09/21/2024,21:00,Arrest Warrant,12/18/2023,JP 4-1,CRCIT,17.0,1,1,0,1,riSt20060101
234100226469,"Precinct 4, Place 1",04-EE20267126,2023-06-18,820112,No Driver's License,521.021,,4.0,Harris County Constable Precinct 4,C41450,"Marsland, Darion",,,,,,2005-09-01,,,M ,W,98.0,98.0,199.7,199.7,297.7,0.0,12/13/2023,,200.0,Non Appearance Show Cause,08/21/2023,14:30,Arrest Warrant,12/13/2023,JP 4-1,CRCIT,17.0,1,1,0,1,roFl20050901
234100226470,"Precinct 4, Place 1",04-EE20267126,2023-06-18,820510,Fail To Yield Row On Green Signal,544.007,,4.0,Harris County Constable Precinct 4,C41450,"Marsland, Darion",,,,,,2005-09-01,,,M ,W,95.0,95.0,267.7,267.7,362.7,0.0,12/13/2023,,200.0,Non Appearance Show Cause,08/21/2023,14:30,Arrest Warrant,12/13/2023,JP 4-1,CRCIT,17.0,1,1,0,1,roFl20050901
234100228625,"Precinct 4, Place 1",04-EE20267329,2023-06-20,820104,Speeding Greater Than 10% Over Posted Speed,545.355,,4.0,Harris County Constable Precinct 4,C41615,"Bradshaw, Terrence",NC,01/10/2024,DIS,02/09/2024,02/09/2024,2005-11-01,,,F ,W,0.0,0.0,275.0,0.0,0.0,275.0,12/08/2023,,200.0,Non Appearance Show Cause,08/16/2023,14:30,Arrest Warrant,12/08/2023,JP 4-1,CRCIT,17.0,1,1,1,1,naQu20051101
234100231278,"Precinct 4, Place 1",04-EE20267554,2023-06-21,820104,Speeding Greater Than 10% Over Posted Speed,545.355,,4.0,Harris County Constable Precinct 4,C41022,"Munoz, Michael",NC,02/20/2024,CON,02/20/2024,02/20/2024,2005-11-01,,,M ,W,85.0,0.0,264.7,0.0,0.0,349.7,12/20/2023,,200.0,Non Appearance Show Cause,08/28/2023,14:30,Arrest Warrant,12/20/2023,JP 4-1,CRCIT,17.0,1,1,1,1,ryGr20051101
234100235039,"Precinct 4, Place 1",04-EE20267971,2023-06-24,820289,Fail or Refusal to Pay Toll,284.070,TN 284.0701,4.0,Harris County Constable Precinct 4,C41539,"Ferguson, Jermanie",,,,,,2005-08-01,,,F ,W,83.0,83.0,195.2,195.2,278.2,0.0,12/21/2023,,200.0,Non Appearance Show Cause,08/28/2023,14:30,Arrest Warrant,12/21/2023,JP 4-1,CRCIT,17.0,1,1,0,1,laBu20050801
234100235040,"Precinct 4, Place 1",04-EE20267971,2023-06-24,820935,Operate Motor Vehicle On Toll Road When Prohibited,284.202(a),TN 284.203,4.0,Harris County Constable Precinct 4,C41539,"Ferguson, Jermanie",,,,,,2005-08-01,,,F ,W,153.0,153.0,216.2,216.2,369.2,0.0,12/21/2023,,500.0,Non Appearance Show Cause,08/28/2023,14:30,Arrest Warrant,12/21/2023,JP 4-1,CRCIT,17.0,1,1,0,1,laBu20050801
234100235041,"Precinct 4, Place 1",04-EE20267971,2023-06-24,820108,Expired Registration,502.407,,4.0,Harris County Constable Precinct 4,C41539,"Ferguson, Jermanie",,,,,,2005-08-01,,,F ,W,18.0,18.0,175.7,175.7,193.7,0.0,12/21/2023,,200.0,Non Appearance Show Cause,08/28/2023,14:30,Arrest Warrant,12/21/2023,JP 4-1,CRCIT,17.0,1,1,0,1,laBu20050801
234100235042,"Precinct 4, Place 1",04-EE20267973,2023-06-24,820808,No Drivers License On Demand,521.025,,4.0,Harris County Constable Precinct 4,C41539,"Ferguson, Jermanie",,,,,,2005-08-01,,,F ,W,63.0,63.0,189.2,189.2,252.2,0.0,12/21/2023,,200.0,Non Appearance Show Cause,08/28/2023,14:30,Arrest Warrant,12/21/2023,JP 4-1,CRCIT,17.0,1,1,0,1,laBu20050801
234100236626,"Precinct 4, Place 1",04-EE20268092,2023-06-26,820289,Fail or Refusal to Pay Toll,284.070,TN 284.0701,4.0,Harris County Constable Precinct 4,C41428,"Perez, Eduardo",,,,,,2005-07-01,,,M ,B,83.0,83.0,195.2,195.2,278.2,0.0,12/22/2023,,200.0,Non Appearance Show Cause,08/29/2023,14:30,Arrest Warrant,12/22/2023,JP 4-1,CRCIT,17.0,1,1,0,1,ceWi20050701
234100236627,"Precinct 4, Place 1",04-EE20268092,2023-06-26,820112,No Driver's License,521.021,,4.0,Harris County Constable Precinct 4,C41428,"Perez, Eduardo",,,,,,2005-07-01,,,M ,B,98.0,98.0,199.7,199.7,297.7,0.0,12/22/2023,,200.0,Non Appearance Show Cause,08/29/2023,14:30,Arrest Warrant,12/22/2023,JP 4-1,CRCIT,17.0,1,1,0,1,ceWi20050701
